TILEMAP
90 18								-- Size of tile map in tiles
32 64 128 							-- Tile size & block size
images/TilesheetModified.png 					-- Tilesheet
levels/level01torches.txt					-- Torches file
levels/level01columns.txt					-- Columns file
levels/level01traps.txt						-- Traps file
10 10 								-- Number of tiles in tilesheet
27,40,40,40,40,34,30,31,32,30,34,40,15,0,8,0,0,4,0,6,4,0,6,0,3,0,4,0,1,8,28,41,40,40,30,30,30,34,34,32,30,31,32,31,30,32,30,34,34,32,30,31,30,31,30,35,37,41,30,35,40,40,40,30,32,30,32,30,17,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,36,40,41,40,40,17,0,4,0,0,20,30,34,40,10,1,8,3,7,9,3,7,9,27,41,40,34,31,32,34,34,31,31,30,36,40,40,11,9,2,1,8,3,7,9,2,1,0,4,0,0,7,8,5,0,22,36,40,13,20,31,31,32,34,40,15,8,5,0,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,36,40,41,40,40,15,10,10,8,0,2,1,20,30,34,33,31,36,40,30,34,31,32,34,30,30,10,8,0,0,1,20,34,30,34,30,30,10,2,0,0,0,0,0,2,0,7,0,0,8,6,20,31,30,36,40,34,30,12,7,0,0,4,20,30,34,40,32,30,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,36,40,41,40,40,34,30,30,32,30,36,40,40,30,41,40,32,34,30,35,40,41,40,40,40,40,40,40,41,40,40,40,30,30,36,40,40,34,31,35,41,40,40,40,40,41,30,32,30,35,31,32,30,40,34,30,32,31,30,34,41,40,10,8,4,27,41,40,10,2,0,0,8,4,0,6,5,0,2,25,37,40,40,40,40,41,40,40,40,10
,34,40,41,40,40,34,31,31,30,34,34,30,30,20,41,40,10,4,0,21,31,32,31,30,30,40,30,30,32,32,31,30,34,30,36,41,40,10,6,20,31,31,30,40,41,30,34,30,30,12,7,8,20,40,16,0,0,4,0,25,31,30,34,31,30,34,30,30,34,30,34,32,30,31,32,31,30,32,30,34,34,32,31,30,30,31,30,32,30,10
,20,30,30,30,30,36,40,10,0,0,8,3,7,24,30,40,10,4,0,0,0,0,0,0,20,40,10,7,0,0,3,0,21,40,34,30,30,34,30,15,0,4,20,41,40,12,7,9,2,1,0,3,20,33,33,18,8,3,7,9,0,8,3,7,9,0,4,0,6,0,4,0,6,0,3,0,4,0,1,8,4,0,1,8,3,7,9,2,1,10
,20,41,40,30,32,34,30,34,40,10,0,8,0,0,28,40,14,0,3,0,0,8,4,0,26,40,18,2,4,0,0,0,20,30,34,30,39,41,40,13,2,4,20,41,40,15,8,5,0,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,20,41,40,13,0,6,0,21,30,34,34,31,31,32,34,33,34,31,30,34,34,31,32,34,41,40,40,10,0,4,0,6,0,3,0,20,34,41,40,12,0,0,28,41,40,40,12,0,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,20,33,33,12,7,9,2,1,0,4,4,0,0,0,0,0,2,0,7,0,0,6,0,21,32,30,30,18,8,3,7,9,2,1,0,4,20,33,33,34,34,30,34,30,30,30,17,0,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,61,58,50,70,80,80,80,80,80,86,43,43,42,43,42,43,42,43,43,69,43,42,42,40,40,40,42,42,43,69,80,80,80,88,40,42,40,42,40,69,40,42,40,42,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,69,40,40,40,40,40,42,40,42,40,51,52
,62,54,68,63,66,57,53,60,59,74,80,43,80,83,81,83,80,88,43,86,43,83,80,83,81,83,80,83,80,86,43,43,43,85,83,80,81,80,83,86,83,80,81,80,83,80,80,83,80,86,80,80,80,80,83,80,80,80,80,80,80,83,80,88,43,43,80,83,80,80,80,80,80,80,80,80,83,82,86,80,43,80,80,83,80,81,80,83,65,52
,62,54,68,63,66,57,53,60,59,68,72,43,85,83,81,83,80,87,43,69,43,43,63,68,60,59,58,57,62,75,80,80,80,87,43,43,69,54,50,60,51,52,62,50,50,60,51,52,62,50,50,60,51,52,62,50,50,60,51,52,62,50,70,87,43,43,52,62,54,60,51,52,62,50,60,51,52,62,50,70,43,85,60,51,52,62,50,66,62,52
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,80,85,43,43,43,81,85,80,86,80,86,43,43,81,83,83,80,80,80,80,80,80,85,81,80,86,83,83,80,80,80,80,85,43,43,80,80,80,80,80,87,43,81,81,83,83,81,81,81,83,83,81,85,81,81,51,53,-1,50,70,40,40,40,40,40,40,40,40,70,80,85,43,43,83,83,80,85,80,52
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,53,74,40,42,40,50,52,62,57,62,73,40,40,50,51,52,62,50,60,51,52,62,50,60,51,60,51,51,52,62,50,60,72,84,84,85,80,53,74,80,85,84,52,62,50,60,51,52,62,50,60,51,52,62,50,60,51,-1,50,70,40,42,80,80,80,80,42,40,55,54,70,82,82,60,51,52,62,50,52
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,57,76,43,43,43,51,52,62,57,62,75,82,82,51,52,62,50,60,51,52,62,50,60,51,52,51,52,52,62,50,60,51,52,62,50,60,51,52,62,50,60,51,62,50,60,51,52,62,50,60,51,52,62,50,60,51,52,-1,50,70,80,85,50,52,71,70,80,80,60,51,52,62,50,60,51,52,62,50,52
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,50,70,40,42,40,50,68,65,61,58,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,60,72,40,40,40,52,62,54,58,54,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,52,71,82,82,82,51,52,62,58,54,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
